crop_name	adm_id	year	ndvi
wheat	IN-06-2058	2001	0.300153846
wheat	IN-06-2058	2002	0.288357143
wheat	IN-06-2058	2003	0.314775
wheat	IN-06-2058	2004	0.3427
wheat	IN-06-2058	2005	0.353209302
wheat	IN-06-2058	2006	0.339538462
wheat	IN-06-2058	2007	0.387953488
wheat	IN-06-2058	2008	0.389282051
wheat	IN-06-2058	2009	0.3745
wheat	IN-06-2058	2010	0.378
wheat	IN-06-2058	2011	0.382657895
wheat	IN-06-2058	2012	0.373435897
wheat	IN-06-2058	2013	0.397864865
wheat	IN-06-2058	2014	0.4021
wheat	IN-06-2058	2015	0.39835
wheat	IN-06-2058	2016	0.372578947
wheat	IN-06-2058	2017	0.404820513
wheat	IN-06-2058	2018	0.38527027
wheat	IN-06-2058	2019	0.417923077
wheat	IN-06-2058	2020	0.495348837
wheat	IN-06-2058	2021	0.447609756
wheat	IN-06-2058	2022	0.4814
wheat	IN-06-2058	2023	0.464025641
wheat	IN-06-0031	2001	0.313097561
wheat	IN-06-0031	2002	0.297595238
wheat	IN-06-0031	2003	0.299902439
wheat	IN-06-0031	2004	0.331860465
wheat	IN-06-0031	2005	0.364733333
wheat	IN-06-0031	2006	0.345358974
wheat	IN-06-0031	2007	0.389244444
wheat	IN-06-0031	2008	0.374925
wheat	IN-06-0031	2009	0.358380952
wheat	IN-06-0031	2010	0.355560976
wheat	IN-06-0031	2011	0.383789474
wheat	IN-06-0031	2012	0.397547619
wheat	IN-06-0031	2013	0.402027027
wheat	IN-06-0031	2014	0.407
wheat	IN-06-0031	2015	0.400348837
wheat	IN-06-0031	2016	0.383
wheat	IN-06-0031	2017	0.417475
wheat	IN-06-0031	2018	0.393868421
wheat	IN-06-0031	2019	0.417486486
wheat	IN-06-0031	2020	0.466488372
wheat	IN-06-0031	2021	0.430302326
wheat	IN-06-0031	2022	0.477595238
wheat	IN-06-0031	2023	0.483365854
wheat	IN-06-2006	2001	0.313725
wheat	IN-06-2006	2002	0.306641026
wheat	IN-06-2006	2003	0.326666667
wheat	IN-06-2006	2004	0.342333333
wheat	IN-06-2006	2005	0.352475
wheat	IN-06-2006	2006	0.350918919
wheat	IN-06-2006	2007	0.376634146
wheat	IN-06-2006	2008	0.384394737
wheat	IN-06-2006	2009	0.359578947
wheat	IN-06-2006	2010	0.36765
wheat	IN-06-2006	2011	0.363138889
wheat	IN-06-2006	2012	0.360027778
wheat	IN-06-2006	2013	0.405382353
wheat	IN-06-2006	2014	0.383769231
wheat	IN-06-2006	2015	0.386948718
wheat	IN-06-2006	2016	0.395567568
wheat	IN-06-2006	2017	0.407459459
wheat	IN-06-2006	2018	0.377368421
wheat	IN-06-2006	2019	0.406757576
wheat	IN-06-2006	2020	0.478466667
wheat	IN-06-2006	2021	0.438552632
wheat	IN-06-2006	2022	0.457769231
wheat	IN-06-2006	2023	0.432421053
wheat	IN-06-1071	2001	0.395904762
wheat	IN-06-1071	2002	0.389045455
wheat	IN-06-1071	2003	0.40702381
wheat	IN-06-1071	2004	0.432136364
wheat	IN-06-1071	2005	0.428883721
wheat	IN-06-1071	2006	0.410390244
wheat	IN-06-1071	2007	0.431
wheat	IN-06-1071	2008	0.424775
wheat	IN-06-1071	2009	0.423
wheat	IN-06-1071	2010	0.441093023
wheat	IN-06-1071	2011	0.439170732
wheat	IN-06-1071	2012	0.445325
wheat	IN-06-1071	2013	0.4641
wheat	IN-06-1071	2014	0.475333333
wheat	IN-06-1071	2015	0.467883721
wheat	IN-06-1071	2016	0.431815789
wheat	IN-06-1071	2017	0.447205128
wheat	IN-06-1071	2018	0.430975
wheat	IN-06-1071	2019	0.463390244
wheat	IN-06-1071	2020	0.539261905
wheat	IN-06-1071	2021	0.48595
wheat	IN-06-1071	2022	0.481738095
wheat	IN-06-1071	2023	0.488047619
wheat	IN-06-1081	2001	0.347642857
wheat	IN-06-1081	2002	0.343953488
wheat	IN-06-1081	2003	0.352365854
wheat	IN-06-1081	2004	0.36
wheat	IN-06-1081	2005	0.376088889
wheat	IN-06-1081	2006	0.366690476
wheat	IN-06-1081	2007	0.391785714
wheat	IN-06-1081	2008	0.380578947
wheat	IN-06-1081	2009	0.413
wheat	IN-06-1081	2010	0.40472093
wheat	IN-06-1081	2011	0.422071429
wheat	IN-06-1081	2012	0.385707317
wheat	IN-06-1081	2013	0.4299
wheat	IN-06-1081	2014	0.418725
wheat	IN-06-1081	2015	0.407511628
wheat	IN-06-1081	2016	0.402102564
wheat	IN-06-1081	2017	0.420125
wheat	IN-06-1081	2018	0.372837838
wheat	IN-06-1081	2019	0.410527778
wheat	IN-06-1081	2020	0.493159091
wheat	IN-06-1081	2021	0.439690476
wheat	IN-06-1081	2022	0.464714286
wheat	IN-06-1081	2023	0.451897436
wheat	IN-06-0008	2001	0.448365854
wheat	IN-06-0008	2002	0.439341463
wheat	IN-06-0008	2003	0.47902381
wheat	IN-06-0008	2004	0.465738095
wheat	IN-06-0008	2005	0.479
wheat	IN-06-0008	2006	0.480325
wheat	IN-06-0008	2007	0.473536585
wheat	IN-06-0008	2008	0.482897436
wheat	IN-06-0008	2009	0.474954545
wheat	IN-06-0008	2010	0.48325641
wheat	IN-06-0008	2011	0.485275
wheat	IN-06-0008	2012	0.479615385
wheat	IN-06-0008	2013	0.492447368
wheat	IN-06-0008	2014	0.509761905
wheat	IN-06-0008	2015	0.513813953
wheat	IN-06-0008	2016	0.474815789
wheat	IN-06-0008	2017	0.469078947
wheat	IN-06-0008	2018	0.460289474
wheat	IN-06-0008	2019	0.5
wheat	IN-06-0008	2020	0.55427907
wheat	IN-06-0008	2021	0.516365854
wheat	IN-06-0008	2022	0.50535
wheat	IN-06-0008	2023	0.513813953
wheat	IN-06-1060	2001	0.30015
wheat	IN-06-1060	2002	0.287923077
wheat	IN-06-1060	2003	0.321815789
wheat	IN-06-1060	2004	0.328365854
wheat	IN-06-1060	2005	0.321717949
wheat	IN-06-1060	2006	0.336902439
wheat	IN-06-1060	2007	0.370714286
wheat	IN-06-1060	2008	0.360333333
wheat	IN-06-1060	2009	0.346547619
wheat	IN-06-1060	2010	0.389428571
wheat	IN-06-1060	2011	0.377736842
wheat	IN-06-1060	2012	0.363461538
wheat	IN-06-1060	2013	0.372514286
wheat	IN-06-1060	2014	0.385634146
wheat	IN-06-1060	2015	0.382025641
wheat	IN-06-1060	2016	0.377052632
wheat	IN-06-1060	2017	0.4059
wheat	IN-06-1060	2018	0.377948718
wheat	IN-06-1060	2019	0.418282051
wheat	IN-06-1060	2020	0.461232558
